essay_id,sentence_id,sentence,label
essay_00592,s004476,i have set my goals and priorities straight; i prefer to stay home and study rather than to go out because i know in the long run all the studying is going to pay off.,0
essay_00592,s004477,i will graduate from sfsu with a bachelors in biology with a concertation in physiology.,1
essay_00592,s004478,i know i want to help sick children; my goal is to attend medical school and become a successful pediatrician.,1
essay_00593,s004481,david botello 090120 reflective journal the main reason why i am taking this physics course is because it is one of my prerequisites and requirements for my major.,0
essay_00593,s004482,my major is general biology and i am not sure what career path i am choosing yet.,0
essay_00593,s004483,i have taken physics in high school and i am hoping it would be similar because it was fairly easy and fun.,0
essay_00593,s004484,i would say that my previous experience in physics was fairly good and understandable.,0
essay_00593,s004485,"although, i took physics a couple years ago so i would need a refresher on some of the material.",0
essay_00593,s004486,the labs for physics are extremely useful in my opinion because they give me a visual representation and they give me a better understanding of the topics.,0
essay_00593,s004487,i am not sure how lab would operate during online classes but hopefully it would be great.,0
essay_00594,s004489,i am here because i am going to learn about physics and why it exists.,0
essay_00594,s004490,i also need physics for a prereq for my major because it is required.,0
essay_00594,s004491,i learned physics back in high school and it was ok not really indepth but i did really enjoyed physics when i was in high school.,0
essay_00594,s004492,hopefully learning physics again would be easier but i don't know since this is a collegelevel class.,0
essay_00594,s004493,i also like to learn physics because it is more handson than any other science in my opinion.,0
essay_00594,s004494,physics to me is the study of how things move and how things interact with each other such as gravity and forces.,0
essay_00594,s004495,"in high school, we mainly learned about newton's law and what forces are.",0
essay_00594,s004496,we also learned what the law states and mean and did science experiments based on them.,0
essay_00594,s004497,hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in physics besides the basics.,0
essay_00595,s004498,i guess im just here to fulfill my requirements for my major.,0
essay_00595,s004500,as of now i was thinking about doing forensics after i get my degree in b.a chemistry.,0
essay_00595,s004501,i guess im just here to try and set myself up for success and live a relatively comfortable life.,0
essay_00596,s004503,"i am majoring in environmental science, i choose this major because of my love for nature and this planet that we live on.",0
essay_00596,s004505,we as humans have been treating it bad in the past years and i would want to have a career in something to which i am able to give back to earth and help heal it.,1
essay_00596,s004506,"although i know just me as 1 person i cannot do much, but i hope to achieve something in which generations after me could continue doing and we hopefully help heal earth one step at a time.",1
essay_00596,s004507,"i would also love working as a park ranger and protect our national parks which sometimes get disturbed by us humans by leaving trash, not being cautious with fires and more.",0
essay_00596,s004508,i would love to retire when i am older as a park ranger and live in a national forest.,0
essay_00597,s004509,sebastian johnson phys 112.03 912020 why am i here?,0
essay_00597,s004510,"i see this as a very existentialbroad question, why am i here in the class or why am i here in general.",0
essay_00597,s004511,im here in class because i want to learn more about physics and further my education in s.t.e.m. this class is one of the classes i need to gain my biology degree or transfer.,1
essay_00597,s004512,i plan to transfer to uc berkeley with this as one of my classes.,0
essay_00597,s004514,"for the more existential point of view, of why am i here? i feel i am here to create positive change in the world, to have an impact on others.",1
essay_00600,s004532,"aside from that, i'm here in college to better myself for the future and hopefully find a career that not only pays well but also i enjoy a lot.",1
essay_00600,s004533,my life has led up to college and i have been looking for career paths i could actually see myself working in.,0
essay_00600,s004534,a stepping stone into the major of biology is a better understanding of the world and its laws first before diving further into the life that inhabits the earth.,0
essay_00600,s004535,my hopes are to come away from this class with a passing grade and with a better overall understanding of basic physics seeing as this is the first physics class i have taken in my life.,0
essay_00601,s004537,the reason why i am here is because i want to pursue my dreams of becoming a pediatrician.,1
essay_00601,s004538,to me getting an education is really important.,0
essay_00601,s004540,i also love working with children so being a pediatrician is what im looking forward to for my future job.,0
essay_00602,s004541,not necessarily sure.,0
essay_00602,s004543,i am originally from san diego (socal) but decided to go to san francisco state not only to be in one of the most beautiful cities in california but because i love the energy and environment san francisco offers.,0
essay_00602,s004545,also because i love the cold weather ;d,0
essay_00603,s004546,a huge part to why i am here is because i need this class for my undergrad to be completely honest.,0
essay_00603,s004547,i need because it's required or else i wouldn't be in this particular class.,0
essay_00603,s004549,"i like to believe that people are here to achieve a higher education and aren't here forcefully, whats the point in doing something that you're forced to do or dont want to do.",0
essay_00604,s004552,i am in this course because it is a required course.,0
essay_00604,s004553,i made a choice to continue my education after high school.,0
essay_00604,s004555,physics can be confusing at times but i enjoy the math part of it for the most part.,0
essay_00604,s004556,i am also here to further my education so i can work in the medical industry.,0
essay_00604,s004557,i enjoy helping and taking care of others.,0
essay_00605,s004561,"when going into a career where science is involved i think it is very important to know every bit of science, including physics.",0
essay_00605,s004562,although physics is a mixture of science and math i think it'll come in handy for the future.,0
essay_00606,s004566,"after the first lecture, however, i thought this class is the one that it has a lot of connections to our real life and that is helpful to understand how things work in life.",0
essay_00606,s004568,i hope learning physics can help me to do better in stats because i am a statistics major and i believe physics is related to any kind of source that we are exposed to.,0
essay_00607,s004570,"i am here because i have a dream, and in order to reach that dream i have to make certain steps.",0
essay_00607,s004571,one is take up the major leading to my dreamkinesiology.,0
essay_00607,s004572,"in order to be fully enrolled my major, i need to meet few prerequisites and one fo them is physics 111112.",0
essay_00607,s004573,i am here because part of reaching that dream is not only to follow steps without learning from them.,0
essay_00607,s004575,"now that i am here, i am one step closer to my dream to become a successful physical therapist in the future.",1
essay_00608,s004577,other than that i chose to take physics because i took it in high school and i really enjoyed it.,0
essay_00608,s004578,i love to learn about science and why things in the world around us behave the way they do.,0
essay_00608,s004579,i am at sf state because i want to further my education and hopefully become a doctor one day.,1
essay_00608,s004580,i am also here because i want to be the first in my family to attend and graduate from college.,1
essay_00608,s004581,"i'm here to learn and prepare myself for the future by gaining more learning skills such as problem solving, teamgroup work activities and critical thinking.",0
essay_00609,s004582,i am required to take this class for my major but also to reach my goals such as attending med school.,0
essay_00609,s004586,"i am here because this class is a stepping stone to my future goals and this will help me get a bit closer, a semester closer into becoming a doctor.",1
essay_00609,s004589,a big goal but it is also what motivates me to continue my daily routine.,0
essay_00611,s004600,i feel like why am i here is a very straightforward question to so many people but it can mean so many things.,0
essay_00611,s004601,"the way i interpret it as is, why am i here in the world today.",0
essay_00611,s004602,"well, for one i believe that i have a purpose, as does everyone else.",0
essay_00611,s004604,i really want to be a nurse in my future and i was to show the goodness in my heart to others and show them that i am there to help them.,0
essay_00611,s004605,who knows maybe one day i will actually go off and create or find a cure for something like diabetes or cancer and i can be the one who was put here on this earth to fulfill something big in life.,0
essay_00615,s004629,ever since i came to san francisco state i constantly ask myself this question.,0
essay_00615,s004630,"not in a bad way, but just to remind me on my motives.",0
essay_00615,s004631,i always tell myself that the reason i am here and not home going to a community college is because i wanted to experience and learn new things so bad.,0
essay_00615,s004632,"i didn't think i could do that back home, because home was a comfortable spot for me and i needed to be pushed out of my comfort zone.",0
essay_00615,s004633,i am always so eager to learn new things weather its from a biology class or philosophy or physics.,0
essay_00615,s004634,"i always think to myself all of the things that have happened to me since i moved to san francisco last year, good or bad, and all the new things i learned and how there was no way i would have done that back in san diego.",0
essay_00615,s004635,"as far as why i'm in this class, of course its a requirement for me to take this class but even if physics isn't really my strong suite, it's still science and i love science and i'm excited to know other science other than anatomy.",0
essay_00616,s004636,"i am here at sf state because i am here to learn and improve my skills and gain experience needed for the career i want to pursue, as well as other skills that will be helpful in the future.",1
essay_00616,s004637,i am extremely grateful that i have an education because not many have this opportunity.,0
essay_00616,s004638,"going to college is an amazing experience not only for learning but to make connections, friends, and making memories.",0
essay_00616,s004639,i was able to join the speechdebate team last semester which gave me a lot of experience in terms of presentation skills and how to present yourself as well as being able to speak and learn about important topics in the class.,0
essay_00616,s004640,some goals i have are to make more friends and to be able to graduate and earn my degree.,1
essay_00618,s004652,"i'm here because i want to be a nurse and help people with their needs, and so that i am able to support myself without having to worry about how much rent is going to be a dent in my wallet, so that i can learn as much as i can, especially in university where i have access to knowledge and resources that i may not have again.",0
essay_00618,s004653,i'm here to make myself content as i can be and to travel.,0
essay_00621,s004666,"i am passionate about learning about animals, humans, and things such as diseases and viruses.",0
essay_00622,s004671,the reason that i am taking general physics is that i need the class as a prerequirement for medical school.,0
essay_00622,s004672,"at pretty much all the medical schools i am looking into i need one year of general physics, general chemistry, and general biology.",0
essay_00622,s004673,but i am really excited and nervous to take the class because it is my first physics class ever and i wish it was in person instead of online.,0
essay_00622,s004674,with that being said even if i did not need it for prerequirement for medical school i would have still taken at least a semester of this class during my four years at college.,0
essay_00622,s004675,i hope that after taking this class i will see how i can apply physics to my daily life or how it is important in my life.,0
essay_00622,s004676,it will also be interesting to see if i use physics in the medical profession in some way or another.,0
essay_00623,s004677,"jessica yepez rangel phys 011208 9320reflective journaling 1:""why am i here?""i am here taking general physics laboratory because i have always been interested in learning how the universe works.",0
essay_00623,s004678,i was going to take physics in high school but did not get the chance to before i graduated.,1
essay_00623,s004679,i am also a biology major and taking physics is one of my general ed requirements.,0
essay_00623,s004680,"i think that once i get to my upperdivision classes it is important that i have an understanding of physics because after all, it is the foundation for allnatural sciences.",0
essay_00623,s004681,also physics ties back to all branches of science.,0
essay_00623,s004682,"i also think physics is important because it helps build on skills such as creative thinking, problemsolving, and lab skills.",0
essay_00623,s004683,i am excited to be able to see the world in a different way through the eyes of physics.,0
essay_00623,s004684,i am also here studying at sfsu as a biology major because i would eventually like to go into doing my own research.,0
essay_00623,s004685,"i have always been interested in the research side of science because i like being able to collect data, use that data to find something, and then see the results of that.",0
essay_00623,s004686,i also really love nature and animals so i am also thinking about becoming a wildlife biologist.,0
essay_00624,s004689,"after taking a microbiology course when i was a nursing major, i fell in love with it and thought it was fun.",0
essay_00624,s004690,"my professor told me he used to be a cls and what he did, and i knew that i could see myself doing it long term in the future.",0
essay_00624,s004691,now i am here in this class because i am willing to do what it takes to get to that spot.,0
essay_00624,s004692,"if physics is going to help me better understand my job and what is going on in the world, i will take my time with it to get there.",0
essay_00624,s004693,"i would love to work in a lab and be able to look at samples (tissues, blood, urine, etc.) in the microscope and tell whether someone has cancer, aids, etc.",0
essay_00625,s004695,"i took ap physics in high school 3 years ago, but i didn't pass the test.",0
essay_00625,s004696,i am also taking this class because it is a requirement.,0
essay_00625,s004697,i didn't put that much effort when i first started taking physics to it became difficult for me to catch up with the content.,0
essay_00625,s004698,i know learn that i need to start trying at the beginning of the class because physics builds up upon itself.,0
essay_00625,s004699,i think i will do better in this class because of that.,0
essay_00625,s004700,i forgot a lot of things i learned so it should be fun relearning all those things again.,0
essay_00625,s004701,i am also here to participate in and refine the information that i learn from the lecture.,0
essay_00627,s004710,i am currently here because i'm trying to pursue a degree in biology.,1
essay_00627,s004711,i didn't always want to pursue a degree in biology and actually started sfsu as a pre psychology major.,1
essay_00627,s004712,in the future i want to pursue a career in medicine and thats why i thought it was a better idea to switch my major even though i'm already a fourth year.,1
essay_00627,s004713,i started to get interested in the path of medicine ever since i've been in high school but during that time i was also interested in psychology and thought maybe the topic would be interesting to learn.,0
essay_00627,s004714,biology has also been a really interesting topic and i learned that i'm actually good in those courses even though in high school i didn't do too well in those courses.,0
essay_00627,s004715,i hope to pursue medicine while also being able to go through grad school and just getting more experience before i go into medicine!,1
essay_00628,s004716,i am here because even though its one of my prerequisites for my major degree i would like to learn more about physics and enjoy the subject.,0
essay_00628,s004717,i've had a pretty bad physics class experience because i couldn't fully understand what the teachers are trying to teach.,0
essay_00628,s004718,"for learning physics, it's easier for me to understand the concept when i see the instructors working out physics problems and explaining how to solve it or the thought process of solving a physics problem.",0
essay_00628,s004719,i understand how to do math but setting up the problem was always a challenge for me.,0
essay_00628,s004720,"id like to say i'm pretty good at biology, chemistry, and math but when i come to physics i'm completely lost and almost have no interest.",0
essay_00628,s004721,"this brings me here to this class, in hopes to learn something about physics that i enjoy and hopefully not dread.",0
essay_00629,s004724,i choose this class because i am interested topic in math or physics.,0
essay_00629,s004725,"physics is a basic subject, which reveals many basic problems in our life and is very helpful to our daily life.",0
essay_00629,s004726,"i hope that i can easily understand what happens in life through this course, and have the ability to make correct judgments when facing problems.",0
essay_00630,s004727,i am here because i am following my dreams.,0
essay_00630,s004728,"i've had to overcome a lot of adversity to make it to this point, and i am so grateful to be in a place that i spent so many years dreaming of.",0
essay_00630,s004729,i was a teen mom so i spent some years at community college.,0
essay_00630,s004730,"i've always had big dreams of becoming a doctor, but my life circumstances made it seem impossible at times.",1
essay_00630,s004731,i used to be so embarrassed to share my dreams with others because they would shoot them down.,0
essay_00630,s004732,"however, i was able to be a mother, maintain a 4.0 gpa, become a ta and si, and finally make it to university.",1
essay_00630,s004733,"now that i am here at sf state and in this course, i feel closer than ever to my dreams.",0
essay_00630,s004734,i am a cell and molecular biology major with a minor in women's health issues and i am planning to apply to medical schools after graduation.,1
essay_00630,s004735,i am hoping to specialize in obgyn. i really want to make a difference in women's lives and respect their concerns.,0
essay_00630,s004736,i am really happy to be here today and have such an awesome lab instructor.,0
essay_00631,s004737,aamani thompsonphys 11201 912020reflective journal 1 i am here because i want to become an obgyn or a dermatologist.,1
essay_00631,s004738,in order to fulfill those steps i have chosen my major as biology and i am following the classes requirements that will get me to that degree!,0
essay_00631,s004739,physics 112 happens to be one of those requirements and i am happy that i am here as it will take part in the knowledge i will need to know in medical school.,1
essay_00631,s004740,i am very motivated as well as passionate about becoming a doctor because of the lack of attention of medical assistance my community has faced.,1
essay_00631,s004741,"i wish there were more doctors of color in my community because i feel that i could have related to them more as well as connected with them as in aspects of culturally, physically, mentally, and emotionally.",1
essay_00631,s004742,i want to become a doctor so that low income communities do not have to worry about receiving efficient health care.,1
essay_00631,s004743,"i want to support communities such as the one i grew up in through my doctorate degree because so many ethnic groups are underrepresented, medicine is needed by everyone of every race.",1
essay_00632,s004744,im taking this class because i am double majoring in environmental science and civil engineering.,0
essay_00632,s004745,i will need to understand physics and its concepts for both of these fields.,0
essay_00632,s004746,"with environmental science, i will be working to understand the earth and its terrestrial components.",0
essay_00632,s004747,physics has a lot to do with why the earth works the way it does and why certain natural things happen.,0
essay_00632,s004748,"for engineering, i will definitely need to understand physics because thats mostly what this major is.",0
essay_00632,s004749,civil engineering deals with the physically and naturally built environment.,0
essay_00632,s004751,building and working with the earth will use a lot of my understanding of physics.,0
essay_00634,s004755,im here because i want a better future for my family and i. i am here because i would be the first in my family to have attended and hope to graduate from college.,1
essay_00634,s004756,to me this is a huge blessing and a huge opportunity that unfortunately many people dont have.,0
essay_00634,s004759,i am here because i want a better future myself and for my future generations.,0
essay_00635,s004764,for example the force of that object or the speed of that ball i would know that i had seen that in physics.,0
essay_00635,s004765,i also think that having a bit of knowledge in chem or physics its more interesting than what everyone else is doing just math.,0
essay_00635,s004766,"another reason its because you get to be lab coats wear googles like real scientist, and you get to experiment with variables whereas everyone else don't.another reason because i want to be different than my family they all follow different path where they went to business and i want to be the black goat and do something more challenging or interesting to me.",0
essay_00635,s004767,i feel that the physics and chem attracts me.,0
essay_00635,s004768,also this semester is kind of different and its a bit challenging since you have to be on the computer and jump into different class and find links for zoom if you don't have the class added.,0
essay_00636,s004769,i am here because i am majoring in biology.,0
essay_00636,s004771,the reason i want to be a dentist is because my family is oral surgeon and when i graduate everything is going to be ready for me.,1
essay_00636,s004772,physics is a requirement that i need to take in order to graduate.,1
essay_00636,s004773,"though, i am really bad with physics, math and chemistry.",0
essay_00636,s004774,the last time i took physics was maybe 5 or 6 years ago.,0
essay_00636,s004775,"i was avoiding to take this class because even the name of ""physics"" is scary for me.",0
essay_00636,s004776,overall i am bad with anything that has an equation in it and needs to be solved.,0
essay_00636,s004777,i am hoping to at least pass this class and hopefully do good in it.,0
essay_00636,s004778,"taking this hard class online is going to be more hard for me because i already feel scared taking this class and with everything being online, i am actually losing all of my confidence.",0
essay_00636,s004779,but i am here and going to do my best to overcome my weaknesses and fears!,0
essay_00637,s004780,i am here pursuing an undergraduate degree because i love school and i love to learn.,1
essay_00637,s004782,"since i am a first generation american, my parents believed that with a good education, my sister and i could have a better life and more opportunities.",1
essay_00637,s004783,i chose the major kinesiology because of my background in sports and my love for health and fitness.,0
essay_00637,s004784,i also love learning about the human body and of its complex processes.,0
essay_00637,s004786,i wanted to pursue physical therapy because i love to help people and improve their quality of life through manipulating certain muscles that will relieve stress or pain.,1
essay_00637,s004787,i also want to work with athletes because i love being in a sports environment because its very fast pace and my everyday would always be interesting,0
essay_00638,s004789,"in order to be an occupational therapist, i need to learn physics because kinesiology is basically just the physics of the body.",0
essay_00638,s004790,i need to know how much force is required to lift your arm and what lever systems that your joints use when lifting said arm.,0
essay_00638,s004791,i hope that this is easier for me to understand after i take this lab and the lecture that goes with it.,0
essay_00638,s004792,i am also here because i love learning.,0
essay_00638,s004793,i have always enjoyed going to school and learning new things.,0
essay_00638,s004795,everything obeys the laws of physics.,0
essay_00639,s004798,"i also like to play basketball, so maybe physics might be able to help with my shots because i've been getting worse as the years go by.",0
essay_00639,s004799,i hope to learn a lot this semester to prepare for phys 121 and 122.,0
essay_00639,s004800,"i'm really drawn to math and science because i don't feel like i'm very good at writing or history or anything, so this is a good place i think i can excel in.",0
essay_00640,s004801,sometimes i wonder why i'm here and my mind wonders to the idea of life and death.,0
essay_00640,s004802,"that we'll one day be nothing and slowly decompose or go to places like ""heaven"" and ""hell"".",0
essay_00640,s004803,but at this moment in my life i'm working part time and going to school not just to keep myself busy but also for my future.,0
essay_00640,s004804,"i don't have to be working because i don't have any bills to pay, so why am i working?",0
essay_00640,s004805,i'm working so in the future when it's time to go back to in person school i have money to pay bills and such.,0
essay_00640,s004808,i want to be able to provide for my family and especially to give back to my parents.,0
essay_00642,s004816,i'm here to pursue my aspiration of wanting to work in the medical field.,0
essay_00642,s004818,i wish to spread kindness throughout the world.,0
essay_00642,s004820,i am grateful that i am able to be surrounded by classmates that are so passionate about their career choice and so kind in helping each other.,0
essay_00642,s004821,i also like that every individual here is different and i get to know a little bit about their background.,0
essay_00642,s004823,"i am open to many different specialties and feel like as time goes on, i will find the right fit for me.",0
essay_00642,s004824,i would also like to travel as much as i can to get exposure to places around the world.,0
essay_00643,s004825,"i am here because i want to make a future for myself, i want to become a pediatric neurologist.",1
essay_00643,s004826,"upon becoming one i want to receive a bachelor of science degree, then hopefully transfer to a medical school.",1
essay_00643,s004827,"i really love working with children, thats why i am becoming a pediatrician.",0
essay_00643,s004828,"as for physics, i am interested in understanding the laws of motion, and how it plays a role in our everyday life.",0
essay_00643,s004829,such as getting onto an airplane and for takeoff.,0
essay_00643,s004830,or understanding why the clock ticks a certain way with the use of batteries.,0
essay_00643,s004831,this is important to learn not only because we encounter gravity and motion but to also learn why things happen.,0
essay_00643,s004832,i am here to help others in life whether thatd be through my job or outside of it.,0
essay_00643,s004833,i really hope that i am able to change peoples live for the better.,0
essay_00644,s004835,i will be working with wildlife in my career and so i hope i can use the skills learned from this physics class to make logical decisions in conservation planning or tasks i'll need to figure out.,0
essay_00644,s004836,"like how to determine the dimensions of an area in order to build some type of shelter or find out how much material i will need to put up some sort of fencing, or figure out how deep something is in a body of water.",0
essay_00645,s004837,"for many of us here phys 111 is a required class for many biology majors, but i'm particularly interested in getting introduced to new topic.",0
essay_00645,s004838,"i took physics in high school, but i can't recall much of it so me being here will give me a better understanding of how physics works.",0
essay_00645,s004839,"i am also excited to start using math to learn physics, because it is a subject that i have begun to understand and appreciate much more.",0
essay_00645,s004840,plus i am excited to learn how physics can apply to our lives or lab assignments.,0
essay_00645,s004841,overall i am here taking a college course to obtain a degree in microbiology and work as a clinical laboratory scientist.,0
essay_00646,s004844,zhuowa wuphys 112.0101 september 2020reflective journal 1why am i here?,0
essay_00646,s004845,i am here at sfsu in order to obtain my bachelors of science degree in biology with a concentration of physiology.,0
essay_00646,s004846,"i want to become an obgyn because i like learning about pregnancy, womens health, etc.",1
essay_00646,s004851,i am also here at sfsu to join a lab because i am a part of the genentech foundation scholarship program hoping to make connections and be able to go to medical school after undergrad.,1
essay_00647,s004852,i am here in this class for various reasons.,0
essay_00647,s004853,one of them is the most basic reason which is to complete my major requirement.,0
essay_00647,s004854,i am a biology major with an emphasis in physiology.,0
essay_00647,s004855,this physics course is a requirement for me in order to achieve my degree.,0
essay_00647,s004856,the second reason would be my goal to achieve my degree in biology.,0
essay_00647,s004857,i hope that after the completion of my degree i will be able to move on to medical school.,1
essay_00647,s004858,medical school has always been a dream of mine since i was a little kid.,1
essay_00647,s004860,the third reason why i am here is my dream to go to new york.,0
essay_00647,s004861,there are tons of medical schools in new york that i have my eye on.,1
essay_00647,s004862,"besides medical school, i have many other dreams and goals that i hope to achieve and i believe and hope that being in new york might bring me a bit closer to those goals.",1
essay_00649,s004873,"in the future, i plan to be a doctor and i will need to have a good understanding of physics in order to properly help people.",1
essay_00649,s004876,"also, since i chose a major that best prepares me for medical school; cell biology b.s. this is a requirement in my major in addition to physics two and lab.",1
essay_00649,s004877,i have taken physics in high school and i found it fun and annoying at the same time.,0
essay_00649,s004878,i'm really bad at math and prone to making small math mistakes which makes problemsolving very frustrating!,0
essay_00649,s004879,i really hope i will do good this semester and the next with general physics two.,0
essay_00650,s004880,the reason for why i am at san francisco state university is to reach my goal of working in a wildlife rehabilitation or conservation center.,0
essay_00650,s004881,i grew up having so many different types of pets so i grew to love animals.,0
essay_00650,s004882,"there were many career paths i wanted to take before this such as becoming a vet, therapist and blood splatter analyst.",0
essay_00650,s004883,"all very different from one another, then i thought what career would allow me to work with animals, travel and be outside.",0
essay_00650,s004884,this was a career in wildlife rehabilitation or wildlife conservation.,1
essay_00650,s004885,"in addition, i have always enjoyed watching shows on animal planet such as dog whisper, pitbulls parolees, animal cops, pit boss and aspca. these shows further made me realize that i wanted to pursue a career that involved helping animals of any size.",1
essay_00650,s004886,my dream goal is to have an animal sanctuary or rehabilitation center of my own.,0
essay_00650,s004887,"i dont care whether it is small or big, i would be grateful for either.",0
essay_00650,s004888,"i can imagine it, living in a home with open land for the animals to run free and having the feeling that i help improve an animals life.",0
essay_00651,s004889,i am here because i really love biology.,0
essay_00651,s004890,i decided to become a biology major because of my senior year of high school.,0
essay_00651,s004891,i took ap biology and i did really well.,0
essay_00651,s004892,i ended up really liking what i was learning in that class.,0
essay_00651,s004893,"at first, i thought that i couldn't be a biology major because i thought i wasn't smart enough because i am not good at math and a lot of my classes involve math.",0
essay_00651,s004894,"however, i have really enjoyed it so far.",0
essay_00651,s004896,i really feel like these classes are helping with our critical thinking.,0
essay_00651,s004897,critical thinking is very important to develop different skills for future jobs.,0
essay_00652,s004899,i am here because it is one course closer for me to get my degree.,0
essay_00652,s004901,i want to pursue my career as being a nephrologist (doctor that specializes in kidneys.) although this class.,1
essay_00652,s004902,biology and stuff.,0
essay_00652,s004904,this course actually excites me because it is not about the human body or random chemicals (i hate chemistry) it is material that i can compare and contrast to my every day life.,0
essay_00652,s004905,this semester i am excited to challenge myself especially because this is the first time i am ever learning anything about physics.,0
essay_00653,s004906,journal why am i here i am a biology and environmental science student.,0
essay_00653,s004908,"extensive research and math was not something i understood why i had to be so knee deep in when i first began my years in university but i have come to realize that al these subjects (math, sciences,physics) is what i have to do in order succeed since they usually go handinhand.",0
essay_00653,s004909,my purpose is to just be successful in whatever it is i put my mind to and to work especially hard to see that success very clich answer but it is very true.,0
essay_00653,s004910,i am here because this is just another obstacle that i need to get through to get one step closer to where and who i am striving to be.,0
essay_00654,s004911,i am here because i needed to complete this course as part of the biology graduation checklist.,0
essay_00654,s004912,i have never taken any physics course before so i am nervous.,0
essay_00654,s004913,in high school i had to an option to take physics but i never taken it because i did not like math.,0
essay_00654,s004914,lol. i am super new to this subject and i think i should have not judged it before taking the actual course.,0
essay_00654,s004915,i think physics will be interesting if i was the most curious person in the world.,0
essay_00654,s004916,but i am not really an in depth person in that way.,0
essay_00654,s004917,i focus more on the human body and life.,0
essay_00654,s004918,i think that's really a big difference between what i like to do and what i have to do.,0
essay_00654,s004919,"but i need to pass this class in order to graduate, so i will have to do my best and give my all.",0
essay_00656,s004933,i am here because i really want to be able to understand physics and the mechanics of it.,0
essay_00656,s004934,i am a senior at state and sometimes i feel like i haven't really accomplished much in the past couple of years.,0
essay_00656,s004935,"i feel that way because i'm a little behind on my studies and thats do to the fact that i used to commute from gilroy to sf, but this year i recently moved to sf but now its more challenging for me because my preferred method of instruction is in person instead of virtual and now i have t o be able to get used to be in class while being at home.",0
essay_00656,s004936,a lot of things have changed in the past couple of years but i do intend to be very interactive and participate during lab.,0
essay_00656,s004937,i'm also here because i'm a biology major and i want to be able to hopefully one day be able to work with kids and become a pediatrician.,1
essay_00657,s004939,"though its only the second week of class, i already notice and understand how physics is present in our everyday lives.",0
essay_00657,s004940,"im here so that i can graduate, pursue my career and expand my knowledge in life.",1
essay_00657,s004941,"i also just generally enjoy science, though it can be difficult at times.",0
essay_00657,s004942,im really excited to be taking physics for the first time and see what i learn.,0
essay_00657,s004943,i also will have to retain this information as i also need to take physics 2.,0
essay_00657,s004944,im most excited for the experiments because i like being handson so its a little sad that most of our labs are going to be done online with stimulations.,0
essay_00657,s004945,"nonetheless, im excited to be in a lab with quite a bit of fun classmates and to be able to rely on both their help along with our professor.",0
essay_00659,s004953,"i am here in this class because i am a biology major with a concentration in physiology and the requirements for my major is to take this class with physics 111, and to be eligible to get my bachelors degree.",0
essay_00659,s004954,another main reason why i need the knowledge from this class is in order to take the mcat i need physics in my academic background.,0
essay_00659,s004955,"in the career i want to pursue, i have to take the mcat, which involves a section of physics, to get into medical school to soon become an anesthesiologist.",1
essay_00659,s004956,i have an interest in learning physics since i have never been in a setting where i actually took the class and the only prior knowledge i have is from watching the big bang theory and learning from there which is not the best source.,0
essay_00659,s004957,nevertheless i am eager to learn about the science and why it fascinates many others.,0
essay_00660,s004959,that is not to say that i am disinterested in physics.,0
essay_00660,s004960,"i am deeply interested in the fundamental forces that shape our world from gravity, machinery, and even on a molecular subatomic scale.",0
essay_00660,s004961,while i wouldn't consider physics my strong suit it is undeniable that the same forces at play both macro micro are what have lead to the universe we find ourselves in.,0
essay_00660,s004962,"even in my major (chemistry, specifically organic) physics drives the principals we use to develop novel synthetic pathways.",0
essay_00660,s004963,physics is the foundation science of the universe (though some would argue mathematics is the foundation).,0
essay_00660,s004964,"despite me having a lack of enthusiasm for the subject, i recognize without it we would not have the knowledge and skill set to advance the rest of the physical sciences.",0
essay_00660,s004965,"due to this, i have a deep respect for the subject even though it doesn't capture my imagination like chemistry does.",0
essay_00660,s004966,i look forward to spending the semester learning more through this course and applying that knowledge in my career and daily life.,0
essay_00661,s004967,my initial thought when hearing this question is why was i born and what is my purpose?,0
essay_00661,s004969,in a less broad sense why am i here in this class and in college?,0
essay_00662,s004972,to be honest the only reason i am here is because it is required for my major.,0
essay_00662,s004973,"i took physics in high school and absolutely hated it, so hopefully this will be a redemption.",0
essay_00662,s004974,so far i am kind of getting what's going on in class.,0
essay_00662,s004975,i am very thankful that i have my lecture before this course because i feel it helps me throughout the lab.,0
essay_00662,s004976,i am hoping that the information i learn in this class will really sink in because i am taking physics 2 next semester and i assume that this information will be useful andor needed.,0
essay_00662,s004977,i do know that physics can be really cool especially in labs.,0
essay_00662,s004978,because this is an online course this semester i do not quite know how all of that is going to work but i am optimistic.,0
essay_00662,s004979,i am preparing myself to work through a lot of issues and hardships i might face doing all of this learning.,0
essay_00663,s004980,i am here because i want to go to medical school someday.,1
essay_00663,s004983,"my major is biochemistry, and this is a requirement for my class.",0
essay_00663,s004984,"not here just for the requirement, but to gain knowledge that can be useful in my life and in graduate school in the future.",1
essay_00663,s004985,"my childhood was in arizona, and i moved to long beach, and i noticed that the education systems were not the best.",0
essay_00664,s004988,i am here literally because it is a requirement that i need for my undergrad.,0
essay_00664,s004989,i am studying to hopefully enter dental school and i do like science.,0
essay_00664,s004991,"in college, i am just discovering myself and hoping to find what makes me happy in the long run and meet others along the way who are in the same boat.",0
essay_00666,s005002,"i enjoy science a lot, by learning more i feel like the world becomes both easier to understand because there are so many working parts.",0
essay_00666,s005003,physics can be interesting depending on the student and the teacher.,0
