essay_id,essay
627853,"For me, being here means that I'm learning. It means that I put in the effort every day to come into class and be prepared to learn; even in circumstances that make me not want to be here, I still push myself to ensure I am here. On the other hand, I am also here to make something of myself. Taking STEM-related classes, such as physics, is something that I need to do to expand my knowledge in the field that I am currently interested in. As a first-generation college student, I hold the bare responsibility of holding myself accountable and making sure I succeed. I am here as a sole reminder that school is something that is of importance to me and my family, knowing that this is one of the ways that I can guarantee to get a career in the future. Despite the complaints I say about having to be here and having to study, I still love to learn."
627853,"why am I here? I am here because my family wanted a better life for me and my brother, they immigrated from Lebanon since they knew that they would have a better life for them and their future kids (me and my brother). I am at sfsu because the kinesiology program is really good, and I want to become a physical therapist. the school also has good connections to ucsf which is the school I want to go to, and a lot of opportunities to be involved."
627853,"I am here because not only is this a major requirement for me but I need to actually find out what I want to do in my life, I want to find out my purpose in academia and how I want to present myself going forward in my life, I want to find out what uniquely makes me qualified to be a scientist, what can I provide to the world and what can I learn so I can do better providing my help to the world and going forward. I also want to find out just more in general, physics 1 was a class I loved but really didn’t engross myself in, but from what my past professor said, she said physics 2 would challenge us further and really provide us with a better understanding into the subject and the world around us as well as the impact to our lives"
627853,"I am here because of my parents. Throughout my life, my parents have supported me through everything I have done. I am the son of two immigrant parents from Iran that both had to go through the whole build your self up from nothing to live the American Dream process. They have both become successful and made in such a way for me to not have a hard childhood as they did. However, their stories have pushed me to be the best version of myself that I can be. I started playing basketball in the 4th grade and had a goal to be a collegiate basketball player. I worked hard throughout high school to achieve this goal and eventually got a scholarship to play at SFSU. Along that I had a goal to go into the field of health and medicine and as I am currently still trying to achieve this goal, I am determined to work hard to get there as I did with basketball."
627853,"As a first-generation college student, I have many reasons to be here at SFSU taking PHYS122. My family has worked so hard to support me in my academic career. Even though my journey here to this class has been tumultuous going from high school to college, then a quick stint at the military, finally back to college here at SFSU. I don't regret any moment of my journey as I have gained experiences that not many will have in a lifetime. During my time in the military, I was a navy medic and coincidentally found interest in practicing medicine. Medicine requires a lot of critical thinking to find different solutions as patients have different diagnoses. At SFSU, I am majoring in Biology with a focus on physiology. I believe that this major would be the most relatable to practicing medicine. PHYS122 is not surprisingly one of the major requirements. Physics applies to many concepts and treatments conducted in medicine. I need to learn and know this material before going further in my journey in medicine."
627853,"Why am I here? I am currently trying to finish up my B.S. in Biology, Concentration of Physiology. The original goal was to take up nursing, but I think that will have to look into later. I was never drawn to any one singular dream career, school, or life. Well, if there is a dream life it would be to have a comfortable way of living, being stable and getting to enjoy other activities outside of supporting myself. When I picture my future there is no one career or degree from a prestigious school that I envision, but a quiet life where I work, have a nice place to call home, host and go out with friends frequently, and get to travel and explore often enough that it becomes my personality. I have always grown up with the mentality of “to move in silence,” as in to not let anyone else know your big moves, only to let them see your successes as the come. I want to pursue all kinds of different professions until I can say I’ve had enough experience and settle into my quiet but exciting life. Nursing, med school, pa school, dermatology, pharmacy, hygienist. I want to be so much more, but I like being comfortable just as well."
627853,"The question of why I am here It's a question that I’ve contemplated many times before, because I seek to find some meaning in the obstacles I have encountered, some of them being immigration. However, no matter how many times I think, I still find it challenging to find the perfect answer. I’m currently a junior at San Francisco State, working on getting all of the prerequisites that I need for medical school. Furthermore, I’m taking this course to fulfill my prerequisites, and as a cell and molecular biology major, I know physics is important, even though I don't consider myself the best in the subject. To be real, physics has always been a challenge for me, and this is my first time taking it in college. It’s been a rough start, but I’m hoping to push through, and I am trying to learn from it. At the end of the day, I’m here because I want to build a stable future, provide for my family, and achieve my goal of becoming a doctor."
627853,"The reason that I am taking this class it to be one step closer to achieving my goals. One of my biggest goals is to be either a trauma surgeon, er doctor, or a physician scientist. All of these careers seem so rewarding and fit in very well my personal values that were taught to me by my family. In our culture family, friends, and community are some of the most important things that we have close to us. My goal as a physician is to make my patients feel comfortable and secure in the treatment that they are receiving. Growing up and even now I rarely see physicians who look like me in any way which has made certain moments during visits like they do not understand me or where I am coming from. I am going to add to the small percentage of Latinx physicians out there in the world."
627853,"I’m here because I have a goal to become a dentist. Ever since I was a kid, I’ve been interested in teeth and helping people. To get there, I need to study Biochemistry, which is why this class is important to me. It’s not always easy, but I know it will help me understand the science behind dentistry and prepare me for the future. I’m also here because I’ve worked hard to be here. When I came to the U.S. as a refugee in 2016, I didn’t know any English, but I learned it in a year. That experience taught me that I can overcome challenges if I keep pushing forward. Now, my education is my way of building a better future for myself and for others. At the end of the day, I’m here because I want to succeed. I know what I want, and I’m willing to put in the effort to make it happen."
627853,"I am here because I want to study biochemistry and I chose SF State as the college I wanted to study at. I still don't know what I want to do with my major but I'll just see where it takes me. I am also expected to go to college by my family, especially my parents so that's also a contributed factor in the reason I am going to school. Since biochemistry is a challenging major, I, in addition, want to see if I can manage it and graduate with a degree in biochemistry."
627853,"I am here because I chose to go to class today. I am also here because I love science and I love educating myself and leaving the classroom and being able to say that I learned something new today. Although physics is not my strongest subject, this gives me even more of a desire to attend every physics lecture and lab and become better at the subject, as it will broaden my knowledge in science and connect to my medical knowledge. I want to go into the medical field, and there is a a lot of physics to learn surrounding how it correlates to the human body. I am very appreciative that I am able to wake up and go to school to get a college education amongst all other things I am grateful for. Being able to learn physics in a nurturing environment at SF state makes me willing to try, even if I get a couple problems wrong or do not necessarily understand a topic at first."
627853,"""Why am I here?"" I can provide multiple different reasons for different places, but I'll start with why I'm here for this class. Bottom line, I did take it because it was necessary for being a Biochem major. But, as I started to get into more physics, I realize how useful it is in every day life. Balancing things, understanding why things move and how objects can affect others more than the other with the use of momentum and gravity for example. I truly believe that Physics is something that will ACTUALLY carry on into my everyday life, as some classes do not (haha!). Getting a little more broad, I'm here at SFSU because I wanted a place to get away from SoCal for a bit. I was stuck in a loop at community college and didn't know what to do with my life. I wanted to be a contract or contest pianist for so long, and the money didn't matter to me at the time. Then, I realized that the only way for me to make a decent living nowadays is to either go into science or medical. So now, I'm here until I graduate and I don't regret it at all. Thank you!"
627853,"I'm here in physics because I want to become a physical therapist one day. I want to take advantage of my education and do my best in each class, not just fulfill major requirements. While this class and lab is a physical therapy school course prerequisite, I see the importance in a holistic education. I actually pay for my own education; my parents don't help me, and as a result, I take my education very seriously. When it comes to why I want to pursue this education and why I want to be a physical therapist, I want to work in healthcare because I want to help people who need help performing their everyday functions to live a happy life. It's important that your body works well enough to perform the things you want/need to do. That value of mine was really fleshed out after I was diagnosed with a chronic pain condition during high school. I wasn't in good enough condition to go to public high school anymore and spent most days in bed during endless cycles of medication treatment. After that experience, I know not to take my abilities and time for granted. I'm here because I chose to be and it makes me happy. I'm excited to see what I make of this education and honestly, even the things I get to learn, despite the stress of academics."
627853,"I am here because my parents wanted me to attend college. My dream is to become a pediatrician, it has been my dream since I was in third grade and was inspired by my very own pediatrician. I tell myself, I keep wanting to do that, when I talk about it to people, I get so excited. But lately I've rethinking my life choices, I can't start over since I am more than halfway, I don't seem to remember a lot of the things I have learned and that worries me for when I need to take the MCAT test. I honestly think I am drained, and I am afraid I won't achieve my career goal. So I'm really still trying to figure out why I am still here"
627853,"I am here because of my father. Because of his hands that built a life for us, only for his mind to slip away, piece by piece. I am here because I have seen what dementia does, how it erases memories, how it steals a person while there still breathing. I am here because I want to understand the brain, to fight for those who can’t fight for themselves, to make sense of something that has left my family in pain. I am here because I believe in science, in discovery, in pushing past what we know to find something better. I am here because I dont want to stay stuck in the uncertainty that has defined so much of my life. I want to build something meaningful, to move forward, to turn struggle into purpose. I am here because I refuse to let circumstances define me. I want to create a future where people like my father dont have to suffer, where families dont have to watch their loved ones fade away. I am here to learn, to grow, and to fight for something bigger than myself."
627853,"Why am I here in this class learning about  general physics? I am here learning about physics because I am required to take it for my major and for my career. I am trying to be a physical therapist and the school that I want to go to requires me to take physics 1 & 2. I took the first physics last semester and now I am going to be taking this semester to finish this requirement. I am also taking this class so that I can brush up on my physics. I am excited to take this class and take this learn more about physics. In physics 1 I was very confused most of the time bjt that was because I was not taking the time to study. Although I got an A in the class, I was not learning. I would just do the homework and participate in class but I was compl confused. I would cram the materials the day before the test. But I would do good on the test. I want to study more and hope to do so i  this class"
627853,"I am here because this is a prerequisite for my major, my major is microbiology.  I am this major to qualify for medical school. I want to be a pediatric doctor. So in this class we are here to work on physics labs in order to help us understand the atoms and molecules from the lecture. The main focus of this lab is charges how they repel and attract each other based on the positivity and negativity. So using the tap and ballon’s and different resources allows us to visually see the different type of charges."
627853,"Why am I here? This is a good, yet vague, question. I'd say I'm here for many reasons. For example, I'm here to complete my degree, here to get good grades, here to make my money's worth, etc. Generally speaking, I'm here for external reasons and not necessarily because I wish to be here. This is likely the same thought as many other students. But in terms of a physics class, I'm mainly here for the degree requirement and maybe for the premedical prerequisites. Still not sure if medical school is my thing. We'll see where I am when I graduate/if I get any acceptances from medical schools. Besides that, maybe I'm here to meet people. I said ""maybe"" because it's hard to meet people and get close with them, especially when going to a commuter school. People are always in a rush to leave class and do other things rather than to make friends."
627853,"I am at San Francisco state to get my bachelors in cell and molecular biology. I am here because I am a first generation college student, and I want to make my family proud. I have always loved school growing up, and I was always fascinated with learning about biology. My parents sacrificed a lot to be here and support me during college, so I owe it to both of them to give them a college degree. I am in physics because it is a prerequisite for my degree, however, I started to really be interested in the topics we covered in physics 1. I have always heard that physics is a hard subject to understand, but I think since I really enjoyed the material, it was not bad at all. I am here to make myself family and myself proud, and go to medical school after. After San Francisco state, I want to go to medical school and be a obgyn, because I feel. It would be very rewarding."
627853,"I am here for many reasons. I have to take Physics 2 because it is required of me for my degree if I transfer to Sac State. I do not particularly like physics, but I am relatively good at it. I am here today to reach my goal of getting my degree so I am prepared for my future career. In terms of being at SF State, I am here because I am on a track scholarship. I practice every day before class, which can make the rest of my days really tiring. But I am determined to finish out the school year with good grades and a good season. I had a really hard semester in the fall, so I would like to make this semester as good as possible. So I will do my best to show up to class, do my homework, and set myself up for success."
627853,"I'm taking the class, because not only it is required for my degree but also I think it is interesting. I'm a chemistry major, and physics is very closely related to chemistry. You can have physics without chemistry but you can't have chemistry without physics. So, having a better understanding of physics can improve my understanding of chemistry, such as particle distribution, charges, and intermolecular forces. I believe that having a better understanding of physics can change the way you see and interact with the world, in both large scale and small scale."
627853,"I am personally here in this physics ii lab course because this is a lower-division requirement for my major, that being Biology with a concentration on physiology. This class is also to be taken concurrently with the physics ii course which is what I am taking this semester so that is also why I am here. I have taken physics i course and lab here with Kim Coble, and I really enjoyed it as I learned a lot and I enjoyed it. Nonetheless I am actually quite excited to see what this course and lab have in store, as I have enjoyed what I have been learning so far and I believe with my good professors can very engaging, too. Just as much as last semester. I am not sure how much I will enjoy this course so much but then again, it is just the beginning. So I suppose you could say I’m also here because it is interesting to see how physics is involved in everyday life and even academically intertwined with my major."
627853,"I am here because I want to pursue a higher education. I am an aspiring research scientist hoping to get into the biotech field or the medical field. I am also here because of my parents. My parents have sacrificed everything in order to come here to have a better life for their children. My dad came here with nothing and is now a huge business man. I owe them everything for everything they have given me. I enjoy learning and expanding my knowledge as well. I am extremely grateful for being here and being able to expand my knowledge. I understand that there are people in the world that would love to have the spot I have here. With my education I also want to help make the world a better place. I want to change the world, make it a better place for people. So that’s why I am here. And I am extremely happy and grateful for that!"
627854,"My goal is to do well in my physics class so I can build a strong foundation for the MCAT and my future in medicine. Physics is one of the hardest subjects for me, but I know it's important because it teaches problem-solving, logical thinking, and how to approach complex situations-skills that will help me both on the MCAT and in my career. This class will challenge me, but that's exactly why it's valuable. It forces me to think critically, break down problems step by step, and apply concepts in a way that goes beyond memorization. These are the same skills I'll need for the MCAT, where understanding the logic behind formulas is just as important as knowing them. More than just a grade, I want to use this class to develop the discipline and problem-solving mindset that will help me succeed in medical school and beyond. Even though physics isn't easy, I know that pushing through it will make me a stronger student and a better future doctor."
627854,"My main goal right now is to study and prepare myself for the MCAT and to finish strong for the last semester of my undergraduate career. This course will specifically help me achieve this goal. A big part of the exam was physics, and I thought my Physics knowledge was enough to handle it. However, there were mostly concepts from Physics 2, so that is why I took the course to complete my physics knowledge and try and attain a better score on the MCAT. Then, I wanted to finish my last school semester strong, and no better way to do it than by taking this challenging course, my goal is to maintain my GPA and be able to graduate proud of myself. So overall, I will feel accomplished if I do an extra semester of physics I do not need to take and complete a full year of physics."
627854,"My goals is to become a physical therapist in the future after completing both undergraduate and graduate school. However, in order to complete graduate school, I need to complete some prerequisite courses that'll eventually allow me to enter into graduate school. Hopefully I am able to stay in the Bay Area and attend a variety of graduate schools - those including UCSF, Samuel Merritt, and more. This class will allow me to use a variety of skills that are present in a biomechanics course as that class revolves much around physics. Examples include using lever arms and using pythagorean theorem to find different angles to calculate forces. Additionally, schools like UCSF require two semesters of physics and physics labs to be completed in order to qualify for their Physical Therapy graduate school program. Hopefully I am able to achieve these goals as it is one of my biggest goals. It is hard for me to explain how much I want to get accepted and to better my odds, I need to do good in this class."
627854,"As of now, I am particularly focused on one thing, and that is to finish school. That is my main priority; however, that is just another small aspect of what I intend to achieve in my life. To sum it all up, my goal in life is to basically make something out of myself and become successful and I know that education is a huge part of that. Though I am more focused on medicine-related topics, I do believe that learning physics will help me out in the long run. Being able to at least have basic understanding in a subject such as physics will be helpful seeing as physics is something that we encounter everyday, and we just don't know it. I also know that in my case that physics will continue to show up in health/medicine- related subjects. The MCAT is one of those places that I know that physics will appear in and I do plan on taking that test in the future, so this class is considered to be a step that I need to be closer to that goal."
627854,"My goals are to become a physical therapist. My goals to achieve that are to finnsh school and then maybe take a gap year and then go to DPT school, hopefully UCSF.  This class will help me get there since it’s a requirement for DPT school as physics as physics helps with kinesiology related topics like bio mechanics, physiology, neurology, blood flow, etc. It’s important concepts that make everything else make sense."
627854,"Personally, this class is a degree and post-grad school requirement as I am required to take 2 semesters of physics. Some of my academic schools are to get a good score on my dental admissions test and to be able to be accepted to dental school. After that, I want to specialty in periodontics. In order to do this I need to pass this physics 2 class with a good grade, preferably an A. Before I took my physics classes I was not really aware of how much physics ties into everything of not just the health care profession field but even everything you do in every day life. I thought physics was mainly space and gravity related but it involved everything outside of that. That is why learning and locking into this physics class will be beneficial in my future goals in not just sports but for my academic and profession goals."
627854,"My personal goals are split within sections. My long-term goal is just like everyone else. Longterm, I want to have a good stable job and be able to provide and support my family. Nowadays, it is very difficult to survive on a salary of five figures within a major metropolitan area in the US. However, before all of that, my short-term goals must be met first. I need to graduate from SFSU with a major in biology, then apply to physician assistant school. I am hoping to attend a school on the east coast as that is where a majority of my family and significant other is located. Even before this can be achieved, I need to get better grades than my last semester. So far, I am doing really well with my schedule adjustments and excelling within physics 2. Physics applies to many fields and aspects of life that should be known by all. It can be used in many applications and not just used to go to medical or graduate school."
627854,"My goal is to graduate this semester. I understand that it would be difficult given how much I have gone through - failing and retaking classes, finding it difficult to attend or even do the work, and not feeling a sense of accomplishment despite fulfilling requirements - but I still look forward to attempt at being on track. I will be honest, I have been lying to myself about my own progress as a way to self-soothe and motivate me to keep going. If I could draw out my journey, the expected linear line of progress would have a looping line behind it representing the true progress. Other goals I have in mind are deciding to pursue all of the following: dermatology, pharmacy, and nursing. There are varying levels of all three and that’s what excites me, is that there are different ways to approach my goals. This physics course has encouraged me to look forward to the future of these fields. I currently have a lab group of four like-minded and motivating girls and I appreciate their energy in keeping me invested in the course. I can see myself carrying this motivation in the near future."
627854,"This class can help me achieve my goals as it will provide a way to be able to get my major done,  it will also help me because it will teach me things that will help me better undertand how biology works. As a cell bio major I have gotten told that the fundation is chemistry, however, the fundation to understanding chemistry is understanding physics, therefore I must be able to do well since if I don't do well than I risk not getting an A in this class which is something that I constanly think about. I need to be able to maintain a good GPA so I can reach my goals of going to medical school. I know that many people have told me that medical school is very difficult and that it's extremelly hard to get in but I want to be optimistic and continue to woek hard in classes like these to be able to do well. Therefore, passing this class with an A is the key to getting  reaching my overall goal."
627854,"My long term future goal is to become a trauma surgeon, emergency room physician, or a physician scientist. No matter what specific area i go into they are all related to medicine. After undergrad, i hope to be prepared to start medical school. Physics two lecture and lab are prerequisite courses for most medical schools and they will teach my the skills necessary to be successful in medical school. I hope to be able to learn a lot in this class to help guide me. The topics themselves may not be related to medicine or the human body but they will still help me in the long run. From this class I will learn the basics to then go into the harder stuff. I will also learn what study mechanisms work best for me and will help me be as successful as I can be. This is a time for me to be open minded and willing to try anything."
627854,"My biggest goal right now is to finish my biochemistry degree and get into dental school. I’ve wanted to be a dentist since I was a kid, and everything I’m doing. studying, working in the lab, and improving my skills is to make that happen. It’s not always easy, but thinking about my future keeps me motivated, even when things get stressful. I know the path to dental school takes a lot of hard work, so I’m trying to build good habits now, like managing my time better and staying organized. I think this class can help by teaching me how to think more critically, solve problems, and communicate better. Those are all skills I’ll need for dental school and my future job. Learning how to explain my ideas clearly, work with others, and stay focused under pressure will definitely help me in the long run. Also, writing like this helps me stay focused on why I’m working so hard. It’s easy to get caught up in homework and deadlines, but reflecting like this reminds me of the bigger picture and why it all matters. It keeps me motivated to keep pushing forward."
627854,"My goal is to obtain my biochemistry degree in hopefully 4 years while staying in the school's cross country/track team. This class will help me achieve this goal as it is one of the classes I need to do get to that point. I understand that this goal is pretty difficult because this major is known as ""one of the hardest majors"" so it gets pretty overwhelming with early morning practices on top of my classes. With this class, I can gain connections, talk to my peers about volunteer opportunities, and have multiple resources that can be accessible to me. Taking this class gives me another opportunity to learn topics that can be on future tests that I may need to take in order to get the career I aspire to have. When taking physics 2, I already have met some peers who have the same major as me so I can make connections in that sense as well."
627854,"My goal regarding my career is to become a dermatologist. I am not exactly 100% committed to that career but I would say it is my ultimate dream job as of now. This physics course is helping me achieve that goal because it is a required course in my major. In order to graduate with my bachelor’s this class is required therefore it is helping with my goals in that sense. This physics class contains material that will also be tested on the MCAT which is an exam I need to take so I am learning material that I will need to now not just to graduate but also to get closer to my dream job. I think similarly to physics one, I am only taking the course because it is a requirement but as I am learning the course material becomes more and more interesting to me as I realize that physics is at the root of what operates the world."
627854,"My goals for this class is to understand the purpose behind physics. I struggle in some of my stem classes in connecting with the purpose behind why we are learning the information. I have recently started to understand how every one of my prerequisite stem classes are connecting to one another. Specifically I have been connecting my organic chemistry II class and Physics II together. We have been learning about NMR in organic chemistry and there is a lot of physics concepts that tie into that. It is interesting to see the concepts of physics and apply them to my daily life, which I have also been trying to place into my daily habits. I desire to fully comprehend what is being taught to me at the best capacity I can obtain this semester, and I feel that being more present and asking more questions will connect back to my purpose of this physics lab."
627854,"My current goal is to stay healthier, as I could not make class due to physical problems. I guess in a way, this class is a constant reminder to stay on top of my health so I can attend and do well. Growing up, I never hated ""subtle"" reminders and stuff that would give me a bit of anxiety so I could focus more. I'm grateful for that to be honest. It always puts me in a good position due to fear, and although it seems unhealthy to the unknown, I find comfort in it. I apologize for getting sick and I will attend class from now on. Some examples that this was used in was that if I ever had a piano competition and I was slacking off, the anxiety would get the better of me and I would focus and learn the piece, or practice for a soccer match in highschool where I wasn't the best player but I had so much time to practice more. Thank you!"
627854,"My goals are to graduate college with a 3.8 GPA and higher (ideally!), get accepted into a doctorate of physical therapy in Northern California so I can stay close to home. This class, Physics II will help me graduate with a biology degree and prepare me for kinesiology classes, where I'll have to use physics principles to understand muscle and lever movement. Learning physics will also help me succeed in my other science classes, I have to take a lot of them to graduate with my Biology/Physiology major. I can already see how chemistry, biology, and physics are all connected and how they overlap sometimes in my studies. Conquering this class will put me on my way to achieving my dreams."
627854,"My goal is to pass my all my classes with at least a B or better. Another goal would be to be able to understand what is being taught in this class. I seem to not understand what is going on in the class and knowing that there will be an exam about this next Tuesday freaks me out. I think it would be more helpful if the work done in class was explained better or if I would be able to receive help in class when we are doing the problems on our own. Maybe more practice problems and clarification would help me pass this class with at least a B. I also feel like it is harder for me since I can't attend office hours since I am taking 19 units, and I am in class most of the time during office hours are being held which is why I have not been attending."
627854,"My goal is to pursue a career in neuroscience, specifically focusing on dementia and brain research. This is a deeply personal mission for me because my father has Lewy Body Dementia, a condition that runs in my family. Watching him struggle with this disease has shaped my perspective on life, memory, and the importance of scientific advancements in brain health. I want to contribute to research that helps people like him and families like mine. This class is a stepping stone toward that goal. Understanding biology, physiology, and the fundamental mechanisms of the body, including the brain, is crucial for my future studies. Every piece of knowledge I gain brings me closer to making a difference in this field. More than just facts and theories, this class helps me think critically and problem-solve skills I will need when tackling complex neurological questions. Beyond academics, this class also reminds me why Im doing this in the first place. It connects me to my purpose, reinforcing that my studies are not just about passing exams but about making a meaningful impact."
627854,"My goal is to be more consistent and invested in work. I lack consistency when it comes to a lot of things. For example, going to the gym. Usually I'll go in the afternoon but sometimes I'll become distracted and it will be too late for me to go to the gym. I want to work on being better at going to the gym and sticking to a routine. I would also like to be able to make a plan and stick to that plan. I would like to use my calendar so that I have everything more organized. Right now I don't have a studying schedule but I plan on making one and sticking to it so that I can maximize my studying hours while still making time for other things besides studying. I also want to make sure that I am not overwhelming myself and make time to focus on myself."
627854,"My goals are to pass this class with an A as well as understand the material, with also making and friends and helping classmates. I can do this by paying attention in class as well as participating, as well as teaching classmates as that is a great way to learn. Also getting help from both my lab and seminar professors can help me prepare for the class. The textbook is also great way for me to achieve my goal as it is a great way to get ahead of class, as well as the questions and homework questions are a great way to work on. my knowledge. Being interactive in class is very important as well as asking questions and using the whiteboard is a great way understand the material as well as understand the material in a different way."
627854,"I have many goals at the moment, but the one currently on my mind right now would be to get good grades this semester. This is specific to this semester, as it's been tough to keep track of deadlines and exam dates. For example, it is still so surprising to me that I have 3 exams next week, basically back-to-back, and a midterm today. I wish I could say taking major STEM classes was easy, but that's the furthest thing from the truth. But in terms of physics, I'm just hoping the lecture material will stick, as I'm currently struggling to have things stick right now. Hopefully it will stick by next Thursday's exam. Hoping that lab will help further my current understanding, as others said it has been helpful, at least in physics 2. But the recent labs have said otherwise; they have honestly been more confusing than helpful in terms of retaining knowledge."
627854,"I'm not quite sure what my long term goals are yet, but in terms of short term goals, this class will help me to graduate. As a microbiology major, this class is required for me to earn my bachelor's degree. Though this is a short term goal now, it has been a lifelong dream of mine to earn a degree. This class is a stepping stone towards achieving that. Besides it fulfilling a requirement. this class is teaching me experimental methods and procedure that should be applicable to my other science classes. Though I'm not sure of my career goals, I am considering being a researcher and I think being well aware of experimental methods and procedure would be very helpful in that line of work. I am also considering becoming a teacher. If I were to pursue a career in education, this class would help me because I could apply the skills I gather from this class to my teaching and pass it on to my students."
627854,"My goals during school for the next two years are to get good grades, and not fail any of my classes. As well, I want to gain hours in a laboratory to make my medical school application better. Over the summer, I plan to take two classes in order to stay on track. My goals after college is applying to medical schools. My main schools I have been looking at include UC Davis, and UCLA. I want to go to school in order to become an OBGYN or an anesthesiologist. I am accomplishing these goals by studying after school everyday. I have been taking my classes day by day, and trying to keep my gpa up for my application. As well, my family has really helped me stay on top of my schooling. They help support me emotionally, and always support everything I am trying to do. Over the past few years, school has been very challenging for me since I moved to San Francisco from Sacramento, however, my family is always a quick drive away. When I really need help, my family comes down for the weekend, and helps me emotionally."
627854,"Overall, I would say my goals would be to pass this course so I can have it as a prerequisite to take my major courses next semester. It will also fulfill a requirement for me to graduate with my bachelors. Overall, I feel that the purpose of this course can help me as it relates to my physics course and this lab will be able to further my knowledge to help me learn better in my lecture. I also happen to be a visual learner meaning that it will really help to get hands-on experience with what I am learning in class by actually experimenting with said topics while in the lab. Though I also get to work together with others on problems during physics lecture, the lab really takes this to the next level which I appreciate as we all work together to figure out problems throughout the whole process. Though I don’t like teaching myself for lecture, I actually learn in lecture and then get to teach myself and others during lab which is fun."
627856,"I definitely need new strategies to keep me on task this semester. My whole life in k-12 and now secondary education, I have struggled to remain focused and honestly, it feels like its only gotten worse. I find myself these days depending heavily on caffeine in the form of Diet Coke and dairy free cold lattes to not only keep me awake but legitimately focused on the tasks at hand. Unfortunately in the past I have often relied on hard deadlines and procrastination to give me that focus needed, and although I am much better about it these days, it is still a habit of mine. In class it is easier for me to keep on task because of other students in the classroom whose focus, or lack of focus, motivate me - in conjunction with the engaged professor who is leading discussion nor work. I am working on being evaluated for AdHD, and I really believe I would benefit from prescription medication like adderall or Ritalin. Thankfully, I have my best friend, Galilea who is pursuing her masters in social work and is often on campus,so we motivate each other to stay on campus, go to the library and get things done. I think at the end of the day, community is one of the biggest assets in life, if not the biggest asset."
627856,"While looking at this prompt made me think of all the past semesters I have had at college. This semester is different from the rest since it's the last semester of my undergraduate career, and like anyone else, it is getting pretty tiring however, I gotta stay motivated. My number one motivation/technique now is to end my college years with a bang. In this case, it is to maintain my grades so I can graduate with honors. My second technique that I have to combat the lack of motivation at times is to surround myself in better environments, may that be the people I hang out with, it is also about pursuing my hobbies before my next stage of life. Whether it is to connect with old friends, pursue my enjoyment in photography, or finish old video games. These are just some of the strategies I have to get me through my last semester of college."
627856,"some strategies i can use to stay focused are prioritizing school and studying a week before exams so make sure i really learn, and also using apps like notion or my physical planner to track when my assignments are due and stuff. Sorry this isn’t a very good journal I am really sick and can barely use my phone."
627856,"I enjoy making strategies for myself to help me succeed in the semester. As we approach the hope stretch, I think some things that will help me succeed and finish strong is staying organized. I think continuing to keep the material we learned in binders and notebooks to go back and look at later for finals will help  for the cumulative exams as all the material we have learned in the beginning of the year will come back for the final exam. Another thing I can do to help me succeed is prioritize my rest. I find myself pretty tired throughout the day. As a player on the basketball team, a lot of my time is spent at basketball practice so getting my sleep is important at night. Trying to prioritize an 8 hour night sleep night should be beneficial and if I ever have time throughout the day, taking naps will help as well."
627856,"There are plenty of strategies to keep me focused through the end of the semester. Time management is key to all of these strategies. I need to have dedicated time to studying, completing assignments, and having a balance with normal life routines. Completed assignments need to be done on time and early in order to review through the material for the next classes. Now, that we are at the mid-point of the semester, every assignment and study session feel redundant. I believe that having dedicated time to destress and break up the monotony of schoolwork is essential to keep an individual sane. I do not believe that constant worrying of assignments and exams is healthy, so taking some time off and regathering my thoughts is important. Everyone's method of destressing can be different. It could be going out shopping, hiking, or going to the gym. I believe that balance between school and outside of school is what will help me stay focused for the rest of the semester."
627856,"Some strategies I want to try implementing to keep me focused through the end of the semester is just habit stacking and building. Last year I was able to convince myself to start my day no matter what. There was no other motivation other than just getting it done. I am at a loss for any real motivation other than finishing what is necessary because at this point in my educational career and the political climate I am stunted. Everything costs a lot more, the divide between individualism and community is high, I do not get paid enough nor do I work enough to support the small things in my life that make it a little easier. The goal is just to finish. To walk at graduation and finish out my degree. I want to find a job during the summer that allows me to stay here in the city. I just want to get to my post-grad life and be able to have freedoms to do small but meaningful things."
